================================================================================
********************************************************************************
Pure Minimum Conflict Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Pure Minimum Conflict Algorithm Detail
NQueen	Time	Iteration	SUCCESS/FAIL	Number of Trials
4	10	19	SUCCESS	1
4	15	54	SUCCESS	2
4	11	36	SUCCESS	3
4	10	38	SUCCESS	4
4	3	11	SUCCESS	5
4	3	11	SUCCESS	6
4	3	11	SUCCESS	7
4	3	11	SUCCESS	8
4	3	11	SUCCESS	9
4	4	11	SUCCESS	10
4	3	11	SUCCESS	11
4	3	11	SUCCESS	12
4	3	11	SUCCESS	13
4	3	11	SUCCESS	14
4	3	11	SUCCESS	15
4	3	11	SUCCESS	16
4	4	11	SUCCESS	17
4	4	11	SUCCESS	18
4	3	11	SUCCESS	19
4	3	11	SUCCESS	20
4	3	11	SUCCESS	21
4	3	11	SUCCESS	22
4	3	11	SUCCESS	23
4	3	11	SUCCESS	24
4	3	11	SUCCESS	25
4	3	11	SUCCESS	26
4	4	11	SUCCESS	27
4	4	11	SUCCESS	28
4	3	11	SUCCESS	29
4	3	11	SUCCESS	30
4	3	11	SUCCESS	31
4	3	11	SUCCESS	32
4	3	11	SUCCESS	33
4	3	11	SUCCESS	34
4	3	11	SUCCESS	35
4	4	11	SUCCESS	36
4	4	11	SUCCESS	37
4	3	11	SUCCESS	38
4	3	11	SUCCESS	39
4	3	11	SUCCESS	40
4	3	11	SUCCESS	41
4	3	11	SUCCESS	42
4	3	11	SUCCESS	43
4	4	11	SUCCESS	44
4	3	11	SUCCESS	45
4	3	11	SUCCESS	46
4	3	11	SUCCESS	47
4	3	11	SUCCESS	48
4	3	11	SUCCESS	49
4	3	11	SUCCESS	50
********************************************************************************
6	378	707	SUCCESS	1
6	337	644	SUCCESS	2
6	124	223	SUCCESS	3
6	327	644	SUCCESS	4
6	121	223	SUCCESS	5
6	330	644	SUCCESS	6
6	121	223	SUCCESS	7
6	326	644	SUCCESS	8
6	120	223	SUCCESS	9
6	328	644	SUCCESS	10
6	122	223	SUCCESS	11
6	327	644	SUCCESS	12
6	121	223	SUCCESS	13
6	327	644	SUCCESS	14
6	126	223	SUCCESS	15
6	327	644	SUCCESS	16
6	121	223	SUCCESS	17
6	326	644	SUCCESS	18
6	122	223	SUCCESS	19
6	328	644	SUCCESS	20
6	121	223	SUCCESS	21
6	327	644	SUCCESS	22
6	122	223	SUCCESS	23
6	327	644	SUCCESS	24
6	121	223	SUCCESS	25
6	325	644	SUCCESS	26
6	122	223	SUCCESS	27
6	328	644	SUCCESS	28
6	121	223	SUCCESS	29
6	326	644	SUCCESS	30
6	121	223	SUCCESS	31
6	328	644	SUCCESS	32
6	121	223	SUCCESS	33
6	325	644	SUCCESS	34
6	122	223	SUCCESS	35
6	326	644	SUCCESS	36
6	122	223	SUCCESS	37
6	327	644	SUCCESS	38
6	120	223	SUCCESS	39
6	326	644	SUCCESS	40
6	120	223	SUCCESS	41
6	326	644	SUCCESS	42
6	123	223	SUCCESS	43
6	325	644	SUCCESS	44
6	121	223	SUCCESS	45
6	328	644	SUCCESS	46
6	122	223	SUCCESS	47
6	325	644	SUCCESS	48
6	121	223	SUCCESS	49
6	327	644	SUCCESS	50
********************************************************************************
7	17	15	SUCCESS	1
7	97	134	SUCCESS	2
7	62	87	SUCCESS	3
7	20	27	SUCCESS	4
7	36	43	SUCCESS	5
7	15	20	SUCCESS	6
7	25	32	SUCCESS	7
7	204	302	SUCCESS	8
7	147	188	SUCCESS	9
7	23	28	SUCCESS	10
7	61	89	SUCCESS	11
7	25	27	SUCCESS	12
7	35	43	SUCCESS	13
7	15	20	SUCCESS	14
7	25	32	SUCCESS	15
7	203	302	SUCCESS	16
7	147	188	SUCCESS	17
7	23	28	SUCCESS	18
7	62	89	SUCCESS	19
7	20	27	SUCCESS	20
7	35	43	SUCCESS	21
7	15	20	SUCCESS	22
7	25	32	SUCCESS	23
7	203	302	SUCCESS	24
7	145	188	SUCCESS	25
7	22	28	SUCCESS	26
7	63	89	SUCCESS	27
7	17	22	SUCCESS	28
7	157	220	SUCCESS	29
7	156	222	SUCCESS	30
7	22	24	SUCCESS	31
7	98	142	SUCCESS	32
7	42	53	SUCCESS	33
7	20	25	SUCCESS	34
